Item #,Title,Image URL,Description,Characters,Character-centric,Type,Tags,Price ($),Series,Number of Items,Discount,Collaboration
907570,Hello Kitty x Stoney Clover Lane Clear Front Heart Pouch (Apple),https://www.sanrio.com/cdn/shop/files/SCL-HKF2-CHP-007_001_800x.jpg?v=1760466295,"Let Hello Kitty’s playful spirit brighten your day! This lovable heart-shaped pouch is perfect for keeping your small essentials organized in a sweet, stylish way.",Hello Kitty,Hello Kitty,Bags,"bag, pouch, heart pouch, clear pouch, vinyl, red, rainbow, clear",98,None,Single,0,Stoney Clover Lane
909173,Hello Kitty x Stoney Clover Lane Classic Backpack (Hello Kitty Bows),https://www.sanrio.com/cdn/shop/files/SCL-HKF2-BP-003_001_800x.jpg?v=1760389180,"Bring on the playful spirit with Hello Kitty and her signature bows! Our Classic Backpack does it all—fits your laptop, school essentials, or even works as a diaper bag. Whether you’re heading to class, running errands, or on a day trip, it’s got room for everything you need.",Hello Kitty,Hello Kitty,Backpack,"backpack, hello kitty bows, nylon, red, white",228,None,Single,0,Stoney Clover Lane
908258,Hello Kitty x Stoney Clover Lane Clear Front Small Pouch (Hello Kitty Bows),https://www.sanrio.com/cdn/shop/files/SCL-HKF2-CSP-003_006_800x.jpg?v=1760389496,"Bring on the playful spirit with Hello Kitty and her signature red bow! The classic-of-all-classic Stoney Clover Lane items, this Small Pouch is our most versatile piece—its uses range from makeup case to snack carrier to tech charger bag to receipt organizer. It comfortably fits a little bit of everything while the clear window makes it easy to see what’s inside.",Hello Kitty,Hello Kitty,Bags,"bag, pouch, clear pouch, small pouch, helly kitty bows, nylon, vinyl, red, clear",98,None,Single,0,Stoney Clover Lane
907979,Hello Kitty x Stoney Clover Lane Small Pouchette (Hello Kitty Ribbon Stripe),https://www.sanrio.com/cdn/shop/files/SCL-HKF2-MDPP-006_001_800x.jpg?v=1760389571,"Bring on the playful spirit with Hello Kitty! Inspired by our best-selling Pouchette Crossbody, the Pouchette is a multi-function, sleek & chic must-have Pouch.",Hello Kitty,Hello Kitty,Bags,"bag, pouch, pouchette, small pouch, small pouchette, hello kitty ribbon stripe, nylon, white",104,None,Single,0,Stoney Clover Lane
908452,Hello Kitty x Stoney Clover Lane Clear Front Large Pouch (Hello Kitty Ribbon Stripe),https://www.sanrio.com/cdn/shop/files/SCL-HKF2-CLP-006_005_800x.jpg?v=1760389533,"Bring on the playful spirit with Hello Kitty! Big enough for all the things: hair tools, first aid, meds, or even more Pouches (hot tip: 2 small pouches fit inside a large, we use ours to organize makeup & skincare). The Large Pouch is your ultimate BFF for staying organized—whether you’re packing for a trip or leveling up your organization game.",Hello Kitty,Hello Kitty,Bags,"bag, pouch, large pouch, hello kitty ribbon stripe, nylon, white, clear",108,None,Single,0,Stoney Clover Lane
926566,Hello Kitty and Friends Snack Shop Adult Apron & Potholder Set,https://www.sanrio.com/cdn/shop/files/imgi_17_HK-SSAAPOT_SILO6_800x.jpg?v=1760129310,"Keep clothes clean and cooking fun with Hello Kitty and Friends! The apron has adjustable straps featuring a removable plush bow and a roomy front pocket to keep tools handy, perfect for cooking and DIY projects. The super cute bow-shaped potholder helps protect hands in the kitchen.","Hello Kitty, Kuromi, Tuxedosam, Cinnamonroll, Melody, Pompompurin, Keroppi",None,Home Goods,"home goods, apron, potholder, set, pink, purple",24.99,Snack Shop,Multiple,0,None
926523,Hello Kitty and Friends Snack Shop Cookie Cutters (Set of 4),https://www.sanrio.com/cdn/shop/files/imgi_28_HK-SS4CC_SILO1_800x.png?v=1760127998,"Let Hello Kitty, Kuromi, Cinnamoroll and My Melody inspire cookie baking fun for sweet treats that spread the sunshine everywhere you go!","Hello Kitty, Kuromi, Melody, Cinnamonroll",None,Home Goods,"home goods, cookie cutters, set, stainless steel, pink, purple, blue",14.99,Snack Shop,Multiple,0,None
922889,Hello Kitty and Friends Snack Shop Utensil Set,https://www.sanrio.com/cdn/shop/files/imgi_18_HK-SSUTNS_SILO1_800x.png?v=1760127915,"Make today a happy day with Hello Kitty and Friends! This cheerful kitchen set includes three essential tools—a spatula, whisk, and tongs—perfect for chefs of all ages to create delightful dishes to enjoy or share with friends.","Hello Kitty, Cinnamonroll, Melody, Keroppi, Kuromi, Pompompurin, Tuxedosam",None,Home Goods,"home goods, utensil set, utensils, spatula, whisk, tongs, silicone, stainless steel, pink",12.99,Snack Shop,Multiple,0,None
926540,Hello Kitty and Friends Snack Shop Kitchen Towel & Potholder Set,https://www.sanrio.com/cdn/shop/files/imgi_28_HK-SSTPOT_SILO2_800x.jpg?v=1760128317,"Bring some fun to the kitchen with Hello Kitty and Friends! This colorful pair features a durable kitchen towel with a whimsical apple-shaped potholder, ready for all your kitchen tasks!","Pompompurin, Kuromi, Keroppi, Hello Kitty, Tuexdosam, Cinnamonroll, Melody",None,Home Goods,"home goods, kitchen towel, towel, set, potholder, pink",14.99,Snack Shop,Multiple,0,None
8676173_19636,Hello Kitty Pink Nordic Sweater,https://www.sanrio.com/cdn/shop/files/classic-fit-knitted-crew-neck-sweater-custom-s-front-676360b5f373c_800x.jpg?v=1734566086,"Get cozy and enjoy the retro stylings of this classic Nordic sweater featuring Hello Kitty! This extra-soft sweater features a supercute Fair Isle pattern with a Sanrio touch—snowflakes, hearts, and bows, of course! Versatile and fun, layer with a coat or pair it with jeans for a relaxed and timeless winter look!",Hello Kitty,Hello Kitty,Apparel,"apparel, sweater, nordic sweater, cotton, polyester, white, pink",54,None,Single,0,None
926108,Hello Kitty Classic Mascot Ballpoint Pen,https://www.sanrio.com/cdn/shop/files/imgi_13_zz-2507926108_KT_--1_800x.jpg?v=1753295249,"Oh, what to write? Home, office, or school, this character mascot pen is a trusty friend and confidant for your everyday writing needs!",Hello Kitty,Hello Kitty,Stationery,"stationery, pen, ballpoint pen, black ink, red, white",7.99,None,Single,0,None
413208,Hello Kitty Mini Bling Brush Charm,https://www.sanrio.com/cdn/shop/files/zz-2505413208_KT_--1_800x.jpg?v=1748564157,"This adorable mini brush charm features a dazzling face of your favorite Sanrio Character that's sure to capture anyone’s heart! Its pocket-sized cuteness makes it the perfect sparkly accessory to jazz up bags, pouches, or any place that needs a touch of fun!",Hello Kitty,Hello Kitty,Accessory,"accessory, brush, brush charm, charm, rhinestone, resin, polypropylene, red, white",11.99,None,Single,0,None
412996,Hello Kitty Mini Bling Mirror Charm,https://www.sanrio.com/cdn/shop/files/zz-2505412996_KT_--1_800x.jpg?v=1748571482,"This adorable mini mirror charm features a dazzling face of your favorite Sanrio Character that's sure to capture anyone’s heart! Its pocket-sized cuteness makes it the perfect sparkly accessory to jazz up bags, pouches, or any place that needs a touch of fun! Bonus points- it doubles as a stand-up mirror for those quick lip checks!",Hello Kitty,Hello Kitty,Accessory,"accessory, mirror charm, bag charm, mini bag charm, mini charm, mirror, resin, steel, rhinestone, red, white",10.99,None,Single,0,None
679569,Hello Kitty Classic Luggage Tag,https://www.sanrio.com/cdn/shop/files/imgi_13_zz-2507679569_KT_--1_800x.jpg?v=1752164533,Make packing a breeze with these fun travel accessories featuring your favorite Sanrio Character! Just slide the luggage tag onto your bag’s handle or strap to add a touch of flair to your belongings. It’s ideal for quick and easy identification of your suitcase or bag amidst the luggage claim!,Hello Kitty,Hello Kitty,Accessory,"accessory, luggage tag, pvc, pet, white, red",9.99,None,Single,0,None
449687,Hello Kitty Gingham Imabari Wash Towel,https://www.sanrio.com/cdn/shop/files/zz-2506449687_KT_--1_800x.jpg?v=1750870349,"Compact and fast-drying, these fluffy Imbari wash towels are great for makeup removal or any other skincare needs! Use this soft, cotton towel to add a bit of color and brighten up any bathroom space! ",Hello Kitty,Hello Kitty,Home Goods,"home goods, wash towel, towel, imabari, cotton, gingham, embroidered, red, white",12.99,None,Single,0,None
449644,Hello Kitty Gingham Imabari Hand Towel,https://www.sanrio.com/cdn/shop/files/zz-2506449644_KT_--1_800x.jpg?v=1750870585,"Compact and fast-drying, these fluffy Imbari hand towels are great for makeup removal or any other skincare needs! Use this soft, cotton towel to add a bit of color and brighten up any bathroom space! ",Hello Kitty,Hello Kitty,Home Goods,"home goods, hand towel, towel, imabari, cotton, gingham, embroidered, red, white",22,None,Single,0,None
448681,Hello Kitty Gingham Imabari Bath Towel,https://www.sanrio.com/cdn/shop/files/zz-2506448681_KT_--1_800x.jpg?v=1750870776,"Plush and fast-drying, these fluffy Imbari bath towels add a spa-like feel to your bath or shower routine. Use this soft, cotton towel to add a bit of color and brighten up any bathroom space! ",Hello Kitty,Hello Kitty,Home Goods,"home goods, bath towel, towel, cotton, gingham, embroidered, red, white",46,None,Single,0,None
679411,Hello Kitty 2-pc Travel Pouch Set,https://www.sanrio.com/cdn/shop/files/imgi_13_zz-2507679411_KT_--1_800x.jpg?v=1752165781,"Start your trip with a smile using this delightful 2-piece travel pouch set featuring your favorite Sanrio Character! Designed to help you sort and stash your belongings just right, it’s super light and includes a handy handle for easy on-the-go fun. Packing has never been this enjoyable!",Hello Kitty,Hello Kitty,Bags,"bag, pouch, travel pouch, travel, set, poly, black, red, white",28,None,Multiple,0,None
625442,Sanrio Characters Mini Pouch Blind Box (Retro Quilt Series),https://www.sanrio.com/cdn/shop/files/4550624625449_800x.jpg?v=1749250034,"A nostalgic feel of quilted goods featuring your favorite Sanrio Characters! These supercute quilted bags, wallets, and charms are the sweetest addition to your everyday wear! Enjoy the thrill of this mini pouch blind box featuring one of your faves chosen at random!","Hello Kitty, Melody, Pompompurin, Cinnamonroll, Pochacco, Little Twin Stars, Corocorokuririn, Usahana ",None,Bags,"bag, pouch, mini pouch, blind box, quilted",9.99,Retro Quilt,Single,0,None
612898,Hello Kitty Plush Mascot Keychain (Retro Quilt Series),https://www.sanrio.com/cdn/shop/files/zz-2504612898_KT_--1_800x.jpg?v=1745440807,A nostalgic feel of quilted goods featuring your favorite Sanrio Characters! These supercute quilted bags and charms are the sweetest addition to your everyday wear!,Hello Kitty,Hello Kitty,Accessory,"accessory, keychain, plush keychain, embroidered, pink, white",18,Retro Quilt,Single,0,None
624888,Hello Kitty Mirror Charm (Retro Quilt Series),https://www.sanrio.com/cdn/shop/files/zz-2504624888_KT_--1_800x.jpg?v=1745440550,A nostalgic feel of quilted goods featuring your favorite Sanrio Characters! These supercute quilted bags and charms are the sweetest addition to your everyday wear!,Hello Kitty,Hello Kitty,Accessory,"accessory, mirror charm, charm, mirror, poly, cotton, steel, glass, pink",14.99,Retro Quilt,Single,0,None
625248,Hello Kitty Tote Bag (Retro Quilt Series),https://www.sanrio.com/cdn/shop/files/4550624625241_800x.jpg?v=1749177775,A nostalgic feel of quilted goods featuring your favorite Sanrio Characters! These supercute quilted bags and charms are the sweetest addition to your everyday wear!,Hello Kitty,Hello Kitty,Bags,"bag, tote bag, poly, cotton, quilted, pink",18,Retro Quilt,Single,0,None
624977,Hello Kitty Mini Zipper Pouch (Retro Quilt Series),https://www.sanrio.com/cdn/shop/files/4550624624978-3_800x.jpg?v=1749178682,A nostalgic feel of quilted goods featuring your favorite Sanrio Characters! These supercute quilted bags and charms are the sweetest addition to your everyday wear!,Hello Kitty,Hello Kitty,Bags,"bag, pouch, zipper pouch, mini pouch, mini zipper pouch, poly, cotton, quilted, pink",22,Retro Quilt,Single,0,None
625132,Hello Kitty Card Case (Retro Quilt Series),https://www.sanrio.com/cdn/shop/files/4550624625135-1_800x.jpg?v=1749178537,"A nostalgic feel of quilted goods featuring your favorite Sanrio Characters! These supercute quilted bags, wallets, and charms are the sweetest addition to your everyday wear!",Hello Kitty,Hello Kitty,Accessory,"accessory, card case, poly, cotton, quilted, pink",22,Retro Quilt,Single,0,None
637050,Hello Kitty Mini Accessory Cart,https://www.sanrio.com/cdn/shop/files/imgi_12_zz-2507637050_KT_--1_800x.jpg?v=1751611530,"This adorable mini storage cart, featuring your favorite Sanrio Character, encourages you to stay organized! Its embossed design adds a charming detail, and its compact size fits neatly on a desk or in small areas, serving as a delightful decorative accent.",Hello Kitty,Hello Kitty,Home Goods,"home goods, accessory cart, mini accessory cart, resin, embossed, white",14.99,None,Single,0,None
920631,Hello Kitty Mascot Clip (Retro Denim Series),https://www.sanrio.com/cdn/shop/files/920631-Zoom.1_800x.jpg?v=1758760605,"Your favorite Sanrio Characters know how to have fun! Returning to the retro stylings of 70s denim, accented with candy-hued poms, stripes, and gingham, these plushies and matching mascots are a cheerful way to add pops of color to any bag or decor space!",Hello Kitty,Hello Kitty,Accessory,"accessory, clip, plush clip, gingham, denim, embroidered, red, black, white",21,Retro Denim,Single,0,None
215783,Sanrio Characters Mini Whistle Charm Blind Box (Summer Festival Series),https://www.sanrio.com/cdn/shop/files/imgi_122_original_800x.jpg?v=1753300999,"Everyone loves the thrill of a fun blind box, especially when the surprise is met with a mini photo charm featuring your favorite Sanrio Character! These adorable mini whistle charms are sure to bring joy to your keys, bags, or anywhere your heart desires!",Hello Kitty,None,Accessory,"accessory, whistle charm, mini whistle charm, charm, blind box",10.99,Summer Festival,Single,0,None
